OBJECTID,id,COUNT,AREA,MEAN
275,274,333104.000000000000000,314158197.585861861705780,0.079791896825016
276,275,333101.000000000000000,314155368.215476751327515,0.062137309704864
277,276,333090.000000000000000,314144993.857398092746735,0.195706866012189
278,277,333098.000000000000000,314152538.845091640949249,0.136332250568902
279,278,333097.000000000000000,314151595.721629977226257,0.124243088349640
280,279,333100.000000000000000,314154425.092015087604523,0.102074452116482
281,280,333099.000000000000000,314153481.968553364276886,0.105293020993759
282,281,333090.000000000000000,314144993.857398092746735,0.122396349335015
283,282,333095.000000000000000,314149709.474706590175629,0.370861165733499
284,283,333093.000000000000000,314147823.227783143520355,0.345483093310277
285,284,333111.000000000000000,314164799.450093746185303,0.326134531732666
286,285,333102.000000000000000,314156311.338938474655151,0.276014554100546
287,286,333099.000000000000000,314153481.968553364276886,0.208268412694124
288,287,333115.000000000000000,314168571.943940579891205,0.140167809915495
289,288,333096.000000000000000,314150652.598168253898621,0.286235799889521
290,289,333093.000000000000000,314147823.227783143520355,0.236420459151048
291,290,333098.000000000000000,314152538.845091640949249,0.193996961855070
292,291,333099.000000000000000,314153481.968553364276886,0.154221417656613
293,292,333097.000000000000000,314151595.721629977226257,0.127314265814462
294,293,333100.000000000000000,314154425.092015087604523,0.134133893725608
295,294,333098.000000000000000,314152538.845091640949249,0.148250664969468
296,295,333090.000000000000000,314144993.857398092746735,0.149398060584226
297,296,333095.000000000000000,314149709.474706590175629,0.144460289106711
298,297,333113.000000000000000,314166685.697017133235931,0.131778105327622
299,298,333095.000000000000000,314149709.474706590175629,0.133496449961723
300,299,333109.000000000000000,314162913.203170359134674,0.143247405503904
301,300,333103.000000000000000,314157254.462400138378143,0.143123898613942
302,301,333101.000000000000000,314155368.215476751327515,0.198054043668437
303,302,333109.000000000000000,314162913.203170359134674,0.174861681911927
304,303,333107.000000000000000,314161026.956246972084045,0.154343799439820
305,304,333090.000000000000000,314144993.857398092746735,0.132828965144556
306,305,333100.000000000000000,314154425.092015087604523,0.171750225157610
307,306,333103.000000000000000,314157254.462400138378143,0.196539809008025
308,307,333081.000000000000000,314136505.746242761611938,0.201584599541853
309,308,333097.000000000000000,314151595.721629977226257,0.205918996568567
310,309,333100.000000000000000,314154425.092015087604523,0.223374362053437
311,310,333099.000000000000000,314153481.968553364276886,0.230451007057962
312,311,333103.000000000000000,314157254.462400138378143,0.248301576389285
313,312,333120.000000000000000,314173287.561249077320099,0.301026657060519
314,313,333110.000000000000000,314163856.326632082462311,0.255543213953349
315,314,333114.000000000000000,314167628.820478856563568,0.196506301146154
316,315,333087.000000000000000,314142164.487012982368469,0.176227231924392
317,316,333120.000000000000000,314173287.561249077320099,0.165742074927954
318,317,333113.000000000000000,314166685.697017133235931,0.158096501787682
319,318,333097.000000000000000,314151595.721629977226257,0.199263277663864
320,319,333099.000000000000000,314153481.968553364276886,0.132035821182291
321,320,333084.000000000000000,314139335.116627871990204,0.418666162289392
322,321,333087.000000000000000,314142164.487012982368469,0.426167938106261
323,322,333104.000000000000000,314158197.585861861705780,0.379187881262308
324,323,333104.000000000000000,314158197.585861861705780,0.254665209664249
325,324,333097.000000000000000,314151595.721629977226257,0.245967390880134
326,325,333100.000000000000000,314154425.092015087604523,0.243854698288802
327,326,333095.000000000000000,314149709.474706590175629,0.328128611957550
328,327,333114.000000000000000,314167628.820478856563568,0.142954063773963
329,328,333088.000000000000000,314143107.610474705696106,0.230110361225862
330,329,333104.000000000000000,314158197.585861861705780,0.384759714683702
331,330,333098.000000000000000,314152538.845091640949249,0.414343526529730
333,332,333095.000000000000000,314149709.474706590175629,0.131608099791351
334,333,333090.000000000000000,314144993.857398092746735,0.166372451889880
335,334,333094.000000000000000,314148766.351244866847992,0.194890931688953
336,335,333111.000000000000000,314164799.450093746185303,0.191818943235138
337,336,333116.000000000000000,314169515.067402243614197,0.222547100709663
338,337,333102.000000000000000,314156311.338938474655151,0.224994145937280
339,338,333103.000000000000000,314157254.462400138378143,0.276346955746421
340,339,333098.000000000000000,314152538.845091640949249,0.566400879020589
341,340,333105.000000000000000,314159140.709323585033417,0.442872367571787
342,341,333097.000000000000000,314151595.721629977226257,0.381984827242515
343,342,333105.000000000000000,314159140.709323585033417,0.392053556686330
344,343,333098.000000000000000,314152538.845091640949249,0.424559739175858
345,344,333108.000000000000000,314161970.079708635807037,0.660077212195444
346,345,333097.000000000000000,314151595.721629977226257,0.517266742120163
347,346,333108.000000000000000,314161970.079708635807037,0.420173036972994
348,347,333090.000000000000000,314144993.857398092746735,0.523708307064157
349,348,333102.000000000000000,314156311.338938474655151,0.386308097819887
350,349,333113.000000000000000,314166685.697017133235931,0.524896956888503
351,350,333100.000000000000000,314154425.092015087604523,0.414530171119784
352,351,333093.000000000000000,314147823.227783143520355,0.556565283569454
353,352,333103.000000000000000,314157254.462400138378143,0.491214429170557
354,353,333102.000000000000000,314156311.338938474655151,0.481681286813048
355,354,333103.000000000000000,314157254.462400138378143,0.453238187587623
356,355,333093.000000000000000,314147823.227783143520355,0.470805450729976
357,356,333113.000000000000000,314166685.697017133235931,0.492652643397286
358,357,333112.000000000000000,314165742.573555469512939,0.288059271356180
359,358,333098.000000000000000,314152538.845091640949249,0.576758191283046
360,359,333101.000000000000000,314155368.215476751327515,0.602282791105401
361,360,333107.000000000000000,314161026.956246972084045,0.409964365804381
362,361,333093.000000000000000,314147823.227783143520355,0.320457049532713
363,362,333092.000000000000000,314146880.104321479797363,0.332511738498673
364,363,333097.000000000000000,314151595.721629977226257,0.372128839347097
365,364,333110.000000000000000,314163856.326632082462311,0.334364023896010
366,365,333109.000000000000000,314162913.203170359134674,0.242998538016085
367,366,333093.000000000000000,314147823.227783143520355,0.515234484063009
368,367,333088.000000000000000,314143107.610474705696106,0.462631496781631
369,368,333112.000000000000000,314165742.573555469512939,0.446912750066044
370,369,333099.000000000000000,314153481.968553364276886,0.469403991005677
371,370,333108.000000000000000,314161970.079708635807037,0.522614287258186
372,371,333104.000000000000000,314158197.585861861705780,0.539660286276959
373,372,333107.000000000000000,314161026.956246972084045,0.339416463778906
374,373,333098.000000000000000,314152538.845091640949249,0.356372599054933
375,374,333102.000000000000000,314156311.338938474655151,0.220142779088688
376,375,333110.000000000000000,314163856.326632082462311,0.187787817837951
377,376,333103.000000000000000,314157254.462400138378143,0.082307874741446
378,377,333101.000000000000000,314155368.215476751327515,0.221482373214130
379,378,333096.000000000000000,314150652.598168253898621,0.239093234382881
380,379,333090.000000000000000,314144993.857398092746735,0.254180551802816
381,380,333104.000000000000000,314158197.585861861705780,0.228403141361257
382,381,333101.000000000000000,314155368.215476751327515,0.225234988787185
383,382,333090.000000000000000,314144993.857398092746735,0.218004143024408
384,383,333100.000000000000000,314154425.092015087604523,0.245589912939057
385,384,333123.000000000000000,314176116.931634128093719,0.233718476358582
386,385,333097.000000000000000,314151595.721629977226257,0.434504063380937
387,386,333092.000000000000000,314146880.104321479797363,0.229681289253419
388,387,333123.000000000000000,314176116.931634128093719,0.216472594206945
389,388,333091.000000000000000,314145936.980859756469727,0.206475107403082
390,389,333098.000000000000000,314152538.845091640949249,0.220601744831851
391,390,333109.000000000000000,314162913.203170359134674,0.213758859712587
392,391,333106.000000000000000,314160083.832785248756409,0.146619994836478
393,392,333107.000000000000000,314161026.956246972084045,0.256260000540367
394,393,333097.000000000000000,314151595.721629977226257,0.225480865933947
395,394,333106.000000000000000,314160083.832785248756409,0.222514755062953
396,395,333092.000000000000000,314146880.104321479797363,0.132858189329074
397,396,333103.000000000000000,314157254.462400138378143,0.128371704848050
398,397,333109.000000000000000,314162913.203170359134674,0.206833198742754
399,398,333082.000000000000000,314137448.869704484939575,0.172395986573877
400,399,333100.000000000000000,314154425.092015087604523,0.119213449414590
401,400,333097.000000000000000,314151595.721629977226257,0.125521995094522
402,401,333100.000000000000000,314154425.092015087604523,0.131155809066346
403,402,333102.000000000000000,314156311.338938474655151,0.032779749145907
404,403,333104.000000000000000,314158197.585861861705780,0.164396104519910
405,404,333114.000000000000000,314167628.820478856563568,0.033637133233668
406,405,333106.000000000000000,314160083.832785248756409,0.179177198849615
407,406,333109.000000000000000,314162913.203170359134674,0.178196926531556
408,407,333106.000000000000000,314160083.832785248756409,0.175067395964047
409,408,333098.000000000000000,314152538.845091640949249,0.104755957706141
410,409,333098.000000000000000,314152538.845091640949249,0.197776630300992
411,410,333093.000000000000000,314147823.227783143520355,0.116880270675157
412,411,333100.000000000000000,314154425.092015087604523,0.015376763734614
413,412,333092.000000000000000,314146880.104321479797363,0.053624824372846
414,413,333108.000000000000000,314161970.079708635807037,0.042466707494266
415,414,333089.000000000000000,314144050.733936369419098,0.065000645473132
416,415,333110.000000000000000,314163856.326632082462311,0.066605625769265
417,416,333102.000000000000000,314156311.338938474655151,0.064986100353645
418,417,333090.000000000000000,314144993.857398092746735,0.065294665105527
419,418,333102.000000000000000,314156311.338938474655151,0.043136937034302
420,419,333102.000000000000000,314156311.338938474655151,0.098294216186033
421,420,333112.000000000000000,314165742.573555469512939,0.092386344532770
422,421,333091.000000000000000,314145936.980859756469727,0.101695932943250
423,422,333100.000000000000000,314154425.092015087604523,0.044437105974182
424,423,333091.000000000000000,314145936.980859756469727,0.042384813759603
425,424,333108.000000000000000,314161970.079708635807037,0.071241159023500
426,425,333112.000000000000000,314165742.573555469512939,0.058586901702731
427,426,333103.000000000000000,314157254.462400138378143,0.076693995550926
428,427,333110.000000000000000,314163856.326632082462311,0.088481282459248
429,428,333096.000000000000000,314150652.598168253898621,0.039126858323126
430,429,333120.000000000000000,314173287.561249077320099,0.052737752161383
431,430,333098.000000000000000,314152538.845091640949249,0.041786501269897
432,431,333104.000000000000000,314158197.585861861705780,0.030443945434459
433,432,333101.000000000000000,314155368.215476751327515,0.079300272289786
434,433,333102.000000000000000,314156311.338938474655151,0.032236372042197
435,434,333105.000000000000000,314159140.709323585033417,0.032722414854175
436,435,333095.000000000000000,314149709.474706590175629,0.020756841141416
437,436,333105.000000000000000,314159140.709323585033417,0.033481935125561
438,437,333089.000000000000000,314144050.733936369419098,0.029739799272867
439,438,333101.000000000000000,314155368.215476751327515,0.099864605630124
440,439,333108.000000000000000,314161970.079708635807037,0.127493185393326
441,440,333095.000000000000000,314149709.474706590175629,0.069886969182966
442,441,333101.000000000000000,314155368.215476751327515,0.152064989297540
443,442,333103.000000000000000,314157254.462400138378143,0.177965974488371
444,443,333094.000000000000000,314148766.351244866847992,0.081100229965115
445,444,333091.000000000000000,314145936.980859756469727,0.079200578820803
446,445,333098.000000000000000,314152538.845091640949249,0.170088082186023
447,446,333109.000000000000000,314162913.203170359134674,0.415764809716940
448,447,333100.000000000000000,314154425.092015087604523,0.393557490243170
449,448,333106.000000000000000,314160083.832785248756409,0.403072895714878
450,449,333119.000000000000000,314172344.437787353992462,0.289584202642299
451,450,333100.000000000000000,314154425.092015087604523,0.295839087361153
452,451,333111.000000000000000,314164799.450093746185303,0.306399368378709
453,452,333101.000000000000000,314155368.215476751327515,0.304790438935938
454,453,333084.000000000000000,314139335.116627871990204,0.341739621236685
455,454,333103.000000000000000,314157254.462400138378143,0.262909670582372
456,455,333104.000000000000000,314158197.585861861705780,0.238640184446899
457,456,333102.000000000000000,314156311.338938474655151,0.082992596862222
458,457,333091.000000000000000,314145936.980859756469727,0.165180085922466
459,458,333103.000000000000000,314157254.462400138378143,0.004172883462473
460,459,333097.000000000000000,314151595.721629977226257,0.007172085008271
461,460,333099.000000000000000,314153481.968553364276886,0.005319739777063
462,461,333088.000000000000000,314143107.610474705696106,0.052487630896340
463,462,333089.000000000000000,314144050.733936369419098,0.078177303963805
464,463,333095.000000000000000,314149709.474706590175629,0.064504120446119
465,464,333096.000000000000000,314150652.598168253898621,0.071534932872205
466,465,333114.000000000000000,314167628.820478856563568,0.139663898845440
467,466,333106.000000000000000,314160083.832785248756409,0.208609271523179
468,467,333109.000000000000000,314162913.203170359134674,0.051196455214359
469,468,333097.000000000000000,314151595.721629977226257,0.078610735011123
470,469,333097.000000000000000,314151595.721629977226257,0.040982056277901
471,470,333108.000000000000000,314161970.079708635807037,0.079289599769444
472,471,333105.000000000000000,314159140.709323585033417,0.194212035244142
473,472,333091.000000000000000,314145936.980859756469727,0.190839740491337
474,473,333087.000000000000000,314142164.487012982368469,0.175539723855930
475,474,333108.000000000000000,314161970.079708635807037,0.104755814930893
476,475,333095.000000000000000,314149709.474706590175629,0.100034524685150
477,476,333099.000000000000000,314153481.968553364276886,0.095941446837127
478,477,333081.000000000000000,314136505.746242761611938,0.177242172324450
479,478,333093.000000000000000,314147823.227783143520355,0.106588850561255
480,479,333108.000000000000000,314161970.079708635807037,0.137411890437936
481,480,333095.000000000000000,314149709.474706590175629,0.084408351971660
482,481,333106.000000000000000,314160083.832785248756409,0.201662533848084
483,482,333092.000000000000000,314146880.104321479797363,0.077870378153783
484,483,333104.000000000000000,314158197.585861861705780,0.082619842451607
485,484,333091.000000000000000,314145936.980859756469727,0.095652539396141
486,485,333100.000000000000000,314154425.092015087604523,0.104115881116782
487,486,333107.000000000000000,314161026.956246972084045,0.126977217530703
488,487,333104.000000000000000,314158197.585861861705780,0.132397089197368
489,488,333111.000000000000000,314164799.450093746185303,0.122445671262732
490,489,333096.000000000000000,314150652.598168253898621,0.162947018277013
491,490,333108.000000000000000,314161970.079708635807037,0.141704792439689
492,491,333112.000000000000000,314165742.573555469512939,0.000000000000000
493,492,333092.000000000000000,314146880.104321479797363,0.000000000000000
494,493,333098.000000000000000,314152538.845091640949249,0.000000000000000
495,494,333112.000000000000000,314165742.573555469512939,0.000000000000000
496,495,333076.000000000000000,314131790.128934264183044,0.000000000000000
497,496,333102.000000000000000,314156311.338938474655151,0.000000000000000
498,497,333108.000000000000000,314161970.079708635807037,0.000000000000000
499,498,333107.000000000000000,314161026.956246972084045,0.045994230082226
500,499,333096.000000000000000,314150652.598168253898621,0.041996901794077
501,500,333118.000000000000000,314171401.314325630664825,0.061731878793701
502,501,333089.000000000000000,314144050.733936369419098,0.037263314009169
503,502,333104.000000000000000,314158197.585861861705780,0.238406023344061
504,503,333098.000000000000000,314152538.845091640949249,0.259368113888405
505,504,333119.000000000000000,314172344.437787353992462,0.243198376556126
506,505,333089.000000000000000,314144050.733936369419098,0.218788371876586
507,506,333088.000000000000000,314143107.610474705696106,0.079330387164953
508,507,333098.000000000000000,314152538.845091640949249,0.149577601786862
509,508,333099.000000000000000,314153481.968553364276886,0.242525495423283
510,509,333098.000000000000000,314152538.845091640949249,0.109217107277738
511,510,333093.000000000000000,314147823.227783143520355,0.190025008030790
513,512,333109.000000000000000,314162913.203170359134674,0.035814102891246
514,513,333104.000000000000000,314158197.585861861705780,0.034646837023872
515,514,333104.000000000000000,314158197.585861861705780,0.027907200153706
516,515,333097.000000000000000,314151595.721629977226257,0.025355977387968
517,516,333111.000000000000000,314164799.450093746185303,0.045036039038038
518,517,333092.000000000000000,314146880.104321479797363,0.272615373530436
519,518,333102.000000000000000,314156311.338938474655151,0.223628197969391
520,519,333085.000000000000000,314140278.240089595317841,0.405169851539397
521,520,333103.000000000000000,314157254.462400138378143,0.309216668718084
522,521,333082.000000000000000,314137448.869704484939575,0.004593463471457
523,522,333099.000000000000000,314153481.968553364276886,0.426167595819861
524,523,333114.000000000000000,314167628.820478856563568,0.397908824006196
525,524,333099.000000000000000,314153481.968553364276886,0.436068556195005
526,525,333097.000000000000000,314151595.721629977226257,0.483564847476861
527,526,333112.000000000000000,314165742.573555469512939,0.337261941929441
528,527,333089.000000000000000,314144050.733936369419098,0.405246045351242
529,528,333096.000000000000000,314150652.598168253898621,0.198975670677522
530,529,333106.000000000000000,314160083.832785248756409,0.243484056126278
531,530,333104.000000000000000,314158197.585861861705780,0.182330443345021
532,531,333109.000000000000000,314162913.203170359134674,0.150010957374313
533,532,333109.000000000000000,314162913.203170359134674,0.430237549871063
534,533,333108.000000000000000,314161970.079708635807037,0.140209781812505
535,534,333102.000000000000000,314156311.338938474655151,0.162505779010633
536,535,333093.000000000000000,314147823.227783143520355,0.035125325359584
537,536,333101.000000000000000,314155368.215476751327515,0.039906815050090
538,537,333107.000000000000000,314161026.956246972084045,0.314538571690178
539,538,333106.000000000000000,314160083.832785248756409,0.080478886600662
540,539,333098.000000000000000,314152538.845091640949249,0.064971870140319
541,540,333099.000000000000000,314153481.968553364276886,0.046151444465459
542,541,333094.000000000000000,314148766.351244866847992,0.223069163659508
543,542,333106.000000000000000,314160083.832785248756409,0.068089436996031
544,543,333105.000000000000000,314159140.709323585033417,0.177457558427523
545,544,333111.000000000000000,314164799.450093746185303,0.122859947585039
546,545,333095.000000000000000,314149709.474706590175629,0.000000000000000
547,546,333113.000000000000000,314166685.697017133235931,0.053636453695893
548,547,333103.000000000000000,314157254.462400138378143,0.176690092854162
549,548,333091.000000000000000,314145936.980859756469727,0.122020709055483
