OBJECTID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,BUFF_DIST,ORIG_FID,Shape_Leng,Shape_Area,SUM_Area_S,coral_reef
99,191,Nordeste,NA,S&atilde;o Marcos,-2.485445000000000,-44.297899999999998,NA,NA,NA,NA,NA,10000.000000000000000,99,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
100,192,Nordeste,NA,Calhau,-2.480673000000000,-44.249679999999998,NA,NA,NA,NA,NA,10000.000000000000000,100,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
101,193,Nordeste,NA,Olho D'Agu,-2.477097000000000,-44.230155000000003,NA,NA,NA,NA,NA,10000.000000000000000,101,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
102,194,Nordeste,NA,Ponta do Farol,-2.456442000000000,-44.173347999999997,NA,NA,NA,NA,NA,10000.000000000000000,102,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
103,445,Nordeste,Bahia Sul,Backdoor,-14.840603000000000,-39.001465000000003,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,103,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
104,446,Nordeste,Bahia Sul,Itacarezinho,-14.370585000000000,-39.006014000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,104,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
105,447,Nordeste,Bahia Sul,Engenhoca,-14.352541000000000,-39.000950000000003,NA,4,Right and left,Beach-break,All surfers,10000.000000000000000,105,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
106,448,Nordeste,Bahia Sul,Jeribucaçu,-14.344391999999999,-39.001379000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,106,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
107,449,Nordeste,Bahia Sul,Prainha,-14.297738000000001,-38.981037000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,107,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
108,450,Nordeste,Bahia Sul,Tiririca,-14.286009999999999,-38.982925000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,108,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
109,451,Nordeste,Bahia Sul,Praia da Resende,-14.283889000000000,-38.985069000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,109,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
110,452,Nordeste,Bahia Sul,Boca da Barra,-14.265879999999999,-38.986702000000001,3.5,4,Right,Rivermouth,Experienced surfers,10000.000000000000000,110,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
111,453,Nordeste,Bahia Sul,Pontal,-14.263551000000000,-38.993568000000003,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,111,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
112,454,Nordeste,Bahia Sul,Praia dos Algodoes,-14.077500000000001,-38.954444000000002,3,3,Right and left,Reef-coral,All surfers,10000.000000000000000,112,62831.853071795863798,314159265.358979284763336,0.263284422819722,0.000838060346617
113,455,Nordeste,Bahia Sul,Saquaira,-14.041088999999999,-38.948078000000002,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,113,62831.853071795863798,314159265.358979284763336,0.263284422819722,0.000838060346617
114,456,Nordeste,Bahia Sul,Taipu de Fora,-13.942398000000001,-38.926620000000000,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,114,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
115,457,Nordeste,Bahia Sul,Pedra do Moleque,-13.377011000000000,-38.912630000000000,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,115,62831.853071795863798,314159265.358979284763336,3.643705109915920,0.011598273588246
116,458,Nordeste,Bahia Norte,Farol da Barra,-13.009994000000001,-38.533602000000002,3.5,2,Left,breakwater/jetty,Experienced surfers,10000.000000000000000,116,62831.853071795863798,314159265.358979284763336,3.499542182386400,0.011139388737708
117,459,Nordeste,Bahia Norte,Barravento,-13.009764000000001,-38.526971000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,117,62831.853071795863798,314159265.358979284763336,2.149393920771770,0.006841733342850
118,460,Nordeste,Bahia Norte,Espanhol,-13.006230000000000,-38.533397999999998,3.5,2,Right and left,Point-break,Experienced surfers,10000.000000000000000,118,62831.853071795863798,314159265.358979284763336,3.641847909588940,0.011592361935999
119,461,Nordeste,Bahia Norte,Corsário,-12.976457000000000,-38.423394999999999,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,119,62831.853071795863798,314159265.358979284763336,1.392012315961210,0.004430912818600
120,462,Nordeste,Bahia Norte,Jaguaribe,-12.955755000000000,-38.385007000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,120,62831.853071795863798,314159265.358979284763336,1.112749814701210,0.003541992668686
121,463,Nordeste,Bahia Norte,Stella Maris,-12.936097999999999,-38.323714000000002,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,121,62831.853071795863798,314159265.358979284763336,1.116668407809590,0.003554465937949
122,464,Nordeste,Bahia Norte,Praia do forte,-12.734415000000000,-38.144444999999997,3.5,4,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,122,62831.853071795863798,314159265.358979284763336,0.620346844592697,0.001974625334968
123,465,Nordeste,Bahia Norte,Scar Reef,-12.674941000000000,-38.085174000000002,3.5,2,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,123,62831.853071795863798,314159265.358979284763336,1.416140150588560,0.004507714101541
124,466,Nordeste,Bahia Norte,Casinha,-12.556333000000000,-37.988351999999999,3.5,3,Right,Reef-coral,Experienced surfers,10000.000000000000000,124,62831.853071795863798,314159265.358979284763336,0.845321143296264,0.002690740769114
125,467,Nordeste,Sergipe Alagoas,Aracaju,-10.987674000000000,-37.041145999999998,3,3,Right and left,NA,All surfers,10000.000000000000000,125,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
126,468,Nordeste,Sergipe Alagoas,Praia Do Francês,-9.772375000000000,-35.845170000000003,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,126,62831.853071795863798,314159265.358979284763336,1.127823240010690,0.003589972871632
127,469,Nordeste,Sergipe Alagoas,Pedra Virada,-9.678906000000000,-35.702514000000001,3.5,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,127,62831.853071795863798,314159265.358979284763336,3.215797214380170,0.010236200452995
128,470,Nordeste,Sergipe Alagoas,Cruz das Almas,-9.631199000000001,-35.696071000000003,3.5,4,Right and left,Sand-bar,All surfers,10000.000000000000000,128,62831.853071795863798,314159265.358979284763336,3.572875654659370,0.011372816429835
129,471,Nordeste,Sergipe Alagoas,Riacho Doce,-9.568049999999999,-35.646794000000000,3,3,Right and left,Rivermouth,All surfers,10000.000000000000000,129,62831.853071795863798,314159265.358979284763336,2.289954732270700,0.007289152301951
130,472,Nordeste,Sergipe Alagoas,New Orleans,-9.526289999999999,-35.583022000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,130,62831.853071795863798,314159265.358979284763336,5.400645477488350,0.017190788472583
131,473,Nordeste,Sergipe Alagoas,Praia do Morro,-9.327169000000000,-35.438530999999998,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,131,62831.853071795863798,314159265.358979284763336,6.326322283224130,0.020137309259351
132,474,Nordeste,Paraiba and Pernambucco,Maracaipe,-8.525427000000001,-35.006261000000002,4,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,132,62831.853071795863798,314159265.358979284763336,2.844904668559710,0.009055612812530
133,475,Nordeste,Paraiba and Pernambucco,Borete,-8.499622000000000,-35.003127999999997,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,133,62831.853071795863798,314159265.358979284763336,2.951282758996490,0.009394224791124
134,476,Nordeste,Paraiba and Pernambucco,cupe,-8.466621000000000,-34.989438000000000,4,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,134,62831.853071795863798,314159265.358979284763336,2.066223261904260,0.006576992913270
135,477,Nordeste,Paraiba and Pernambucco,Enseada dos Corais,-8.312229000000000,-34.946179000000001,3.5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,135,62831.853071795863798,314159265.358979284763336,0.783110172222776,0.002492717097896
136,478,Nordeste,Paraiba and Pernambucco,Tambaba,-7.361306000000000,-34.798406000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,136,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
137,479,Nordeste,Paraiba and Pernambucco,Mar do Macaco,-7.045016000000000,-34.841422999999999,2,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,137,62831.853071795863798,314159265.358979284763336,6.527823479972480,0.020778707489379
138,480,Nordeste,Paraiba and Pernambucco,Dique de Cabedelo,-6.963415000000000,-34.842559999999999,3,2,Left,Beach-break,All surfers,10000.000000000000000,138,62831.853071795863798,314159265.358979284763336,7.124902718562320,0.022679269734162
139,481,Nordeste,Rio Grande Do Norte,Baia Formosa,-6.366994000000000,-35.014800999999999,3.5,3,Right,Point-break,All surfers,10000.000000000000000,139,62831.853071795863798,314159265.358979284763336,0.987400548637374,0.003142993562546
140,482,Nordeste,Rio Grande Do Norte,Pipa,-6.227699000000000,-35.044626999999998,4,4,Right and left,Beach-break,All surfers,10000.000000000000000,140,62831.853071795863798,314159265.358979284763336,0.627221661982875,0.001996508558378
141,483,Nordeste,Rio Grande Do Norte,Lajão,-6.225929000000000,-35.050243999999999,3.5,2,Right,Point-break,Experienced surfers,10000.000000000000000,141,62831.853071795863798,314159265.358979284763336,0.543836778211473,0.001731086229751
142,484,Nordeste,Rio Grande Do Norte,Madeiro,-6.221044000000000,-35.067995000000003,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,142,62831.853071795863798,314159265.358979284763336,0.424936132917034,0.001352613721042
143,485,Nordeste,Rio Grande Do Norte,Cacimbinhas,-6.211530000000000,-35.077500000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,143,62831.853071795863798,314159265.358979284763336,0.424936132917034,0.001352613721042
144,486,Nordeste,Rio Grande Do Norte,Tabatinga,-6.068866000000000,-35.097197999999999,3,NA,Right and left,NA,NA,10000.000000000000000,144,62831.853071795863798,314159265.358979284763336,1.193774486536450,0.003799902209385
145,487,Nordeste,Rio Grande Do Norte,Ponta negra,-5.879271000000000,-35.171270000000000,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,145,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
146,488,Nordeste,Rio Grande Do Norte,Genipabu,-5.687221000000000,-35.211010000000002,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,146,62831.853071795863798,314159265.358979284763336,1.456517820912290,0.004636240217993
147,489,Nordeste,Ceara,Morro Branco,-4.150763000000000,-38.109726999999999,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,147,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
148,490,Nordeste,Ceara,Iguape Meio,-3.941302000000000,-38.292251000000000,NA,NA,NA,Beach-break,All surfers,10000.000000000000000,148,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
149,491,Nordeste,Fernando Do Noronha,Cacimba do Padre,-3.848947000000000,-32.439537000000001,4,2,Left,Beach-break,Experienced surfers,10000.000000000000000,149,62831.853071795863798,314159265.358979284763336,0.202331166256843,0.000644040105026
150,492,Nordeste,Fernando Do Noronha,Boldró,-3.845457000000000,-32.431694000000000,4,3,Right and left,Reef-coral,Pros or kamikaze only...,10000.000000000000000,150,62831.853071795863798,314159265.358979284763336,0.202331166256843,0.000644040105026
151,493,Nordeste,Fernando Do Noronha,Conceição,-3.841122000000000,-32.418498000000000,3,NA,Right and left,Beach-break,All surfers,10000.000000000000000,151,62831.853071795863798,314159265.358979284763336,0.202331166256843,0.000644040105026
152,494,Nordeste,Fernando Do Noronha,Meio,-3.839607000000000,-32.413288999999999,3,NA,Right and left,NA,All surfers,10000.000000000000000,152,62831.853071795863798,314159265.358979284763336,0.202331166256843,0.000644040105026
153,495,Nordeste,Fernando Do Noronha,Cachorro,-3.838906000000000,-32.411127000000000,3,2,Right,Beach-break,All surfers,10000.000000000000000,153,62831.853071795863798,314159265.358979284763336,0.202331166256843,0.000644040105026
154,496,Nordeste,Fernando Do Noronha,Biboca,-3.835106000000000,-32.403348999999999,3.5,NA,Right,Reef-coral,Experienced surfers,10000.000000000000000,154,62831.853071795863798,314159265.358979284763336,0.202331166256843,0.000644040105026
155,497,Nordeste,Fernando Do Noronha,Abras,-3.827602000000000,-32.400581000000003,4,2,Left,Reef-rocky,Experienced surfers,10000.000000000000000,155,62831.853071795863798,314159265.358979284763336,0.202331166256843,0.000644040105026
156,498,Nordeste,Ceara,Futuro,-3.726691000000000,-38.457008999999999,3.5,4,Right and left,Beach-break,All surfers,10000.000000000000000,156,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
157,499,Nordeste,Ceara,Iracema (ponte metalica),-3.718212000000000,-38.518002000000003,3.5,3,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,157,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
158,500,Nordeste,Ceara,Leste-Oeste,-3.714080000000000,-38.540489999999998,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,158,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
159,501,Nordeste,Ceara,Titanzinho,-3.707351000000000,-38.467813000000000,3.5,NA,Right and left,Reef-rocky,Experienced surfers,10000.000000000000000,159,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
160,502,Nordeste,Ceara,Icarai,-3.670278000000000,-38.669443999999999,3.5,3,Right and left,Beach-break,Experienced surfers,10000.000000000000000,160,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
161,503,Nordeste,Ceara,Pico das Almas,-3.605083000000000,-38.761997000000001,3,2,Right and left,Beach-break,Experienced surfers,10000.000000000000000,161,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
162,504,Nordeste,Ceara,Taiba,-3.505663000000000,-38.905270000000002,3,3,Right and left,Point-break,All surfers,10000.000000000000000,162,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
163,505,Nordeste,Ceara,Paracuru,-3.406714000000000,-39.032620999999999,3.5,NA,Right and left,Reef-coral,Experienced surfers,10000.000000000000000,163,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
164,506,Nordeste,Ceara,Jericoacoara,-2.787089000000000,-40.512611000000000,3,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,164,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
165,507,Nordeste,Maranhao,Travosa,-2.358991000000000,-43.243904000000001,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,165,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
166,508,Norte,Para,marahu,-1.073422000000000,-48.403187000000003,3.5,2,Right and left,Sand-bar,All surfers,10000.000000000000000,166,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
167,509,Norte,Para,Camaraçu,-0.868831000000000,-46.430798000000003,5,4,Right and left,Beach-break,Experienced surfers,10000.000000000000000,167,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
168,510,Norte,Para,Araruna,-0.688517000000000,-48.483266999999998,3,3,Right and left,Sand-bar,All surfers,10000.000000000000000,168,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
169,511,Norte,Maranhao,Pororoca,1.242601000000000,-50.291972000000001,4,NA,Right and left,Rivermouth,Experienced surfers,10000.000000000000000,169,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
170,537,Nordeste,Bahia Sul,Sirihyba,-14.955150900000000,-39.007338300000001,3,4,Right and left,Beach-break,All surfers,10000.000000000000000,170,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
171,538,Nordeste,Bahia Sul,Sol do Muta,-13.881859300000000,-38.948337600000002,NA,3,Right,Point-break,All surfers,10000.000000000000000,171,62831.853071795863798,314159265.358979284763336,0.102023851315240,0.000324752005002
172,539,Nordeste,Bahia Norte,Rock Quente,-12.937671999999999,-38.326481000000001,3.5,NA,Right and left,Reef-rocky,NA,10000.000000000000000,172,62831.853071795863798,314159265.358979284763336,1.124389979479360,0.003579044463943
173,540,Nordeste,Bahia Norte,Ribeira,-12.918761999999999,-38.502079999999999,NA,3,Right and left,Beach-break,Beginners wave,10000.000000000000000,173,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
174,541,Nordeste,Bahia Norte,Praia das Ondas,-12.596083999999999,-38.028939000000001,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,174,62831.853071795863798,314159265.358979284763336,1.734793318333540,0.005522018637112
175,542,Nordeste,Sergipe and Alagoas,Rainha,-9.644078000000000,-35.698022000000002,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,175,62831.853071795863798,314159265.358979284763336,3.624251131332850,0.011536349651160
176,543,Nordeste,Paraiba and Pernambucco,Pedra de Xaréu,-8.303081000000001,-34.945245000000000,3.5,4,Right,Point-break,All surfers,10000.000000000000000,176,62831.853071795863798,314159265.358979284763336,0.783110172222776,0.002492717097896
177,544,Nordeste,Ceara,Prainha,-3.899172000000000,-38.346806000000001,3.5,3,Right and left,Beach-break,All surfers,10000.000000000000000,177,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
178,545,Nordeste,Fernando Do Noronha,Laje do Bode,-3.847468000000000,-32.434612000000001,3.5,2,Left,Reef-coral,Experienced surfers,10000.000000000000000,178,62831.853071795863798,314159265.358979284763336,0.202331166256843,0.000644040105026
179,546,Nordeste,Maranhao,Caolho,-2.478724000000000,-44.240184999999997,3.5,NA,Right and left,Beach-break,All surfers,10000.000000000000000,179,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
180,547,Norte,Para,Atalaia (salinas),-0.596981000000000,-47.293622999999997,3,3,Right and left,Beach-break,All surfers,10000.000000000000000,180,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
181,548,Norte,Para,Algodoal,-0.577838000000000,-47.579901000000000,3,2,Right,Beach-break,All surfers,10000.000000000000000,181,62831.853071795863798,314159265.358979284763336,0.000000000000000,0.000000000000000
