OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,state
21,20,Sudeste,NA,Santos,-24.015,-46.354,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
333,332,Sudeste,Sao Paolo South,Tombo,-24.01499,-46.272697,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo
334,333,Sudeste,Sao Paulo North,Astúrias,-24.007738,-46.266475,3,2,Right and left,Beach-break,All surfers,2,2,1,3,São Paulo
335,334,Sudeste,Sao Paolo South,Pitangueiras Beach,-24.000936,-46.260767,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,São Paulo
22,21,Sudeste,NA,Morro do Maluf,-23.99756,-46.251594,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
23,22,Sudeste,NA,Praia da Enseada,-23.990651,-46.209406,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
336,335,Sudeste,Sao Paulo North,porta do sol,-23.981332,-46.373763,3.5,2,Right and left,Point-break,Experienced surfers,2,2,0,3.5,São Paulo
24,23,Sudeste,NA,Embare,-23.980866,-46.317684,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
25,24,Sudeste,NA,Gonzaga,-23.974027,-46.330098,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
337,336,Sudeste,Sao Paolo South,Itarare,-23.972333,-46.362004,3,3,Right and left,Beach-break,All surfers,2,3,1,3,São Paulo
338,337,Sudeste,Sao Paolo South,Santos,-23.971744,-46.347209,3,3,Right and left,Beach-break,All surfers,2,3,1,3,São Paulo
339,338,Sudeste,Sao Paolo South,"Praia de Pernambuco (Pernambuco Beach, in Guaruja)",-23.963431,-46.184034,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo
26,25,Sudeste,NA,Pereque,-23.927583,-46.178826,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
340,339,Sudeste,Sao Paulo North,Bonete,-23.917383,-45.347786,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,São Paulo
341,340,Sudeste,Sao Paulo North,Sao Pedro,-23.908522,-46.166581,4,3,Right and left,Sand-bar,All surfers,2,3,1,4,São Paulo
342,341,Sudeste,Sao Paolo South,Praia de Iporanga,-23.902192,-46.152725,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,1,2,0,3.5,São Paulo
343,342,Sudeste,Sao Paolo South,Taguaíba,-23.896726,-46.151354,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo
27,26,Sudeste,NA,Praia Preta,-23.8747,-46.138959,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
522,521,Sudeste,Sao Paulo North,Montão do trigo,-23.868587,-45.776427,4,2,Right,Point-break,Experienced surfers,1,2,0,4,São Paulo
344,343,Sudeste,Sao Paolo South,praia branca,-23.863428,-46.130796,3.5,3,Left,Beach-break,All surfers,1,3,1,3.5,São Paulo
345,344,Sudeste,Sao Paulo North,Castelhanos,-23.857582,-45.288906,3.5,3,Right and left,Beach-break,Experienced surfers,2,3,0,3.5,São Paulo
28,27,Sudeste,NA,Praia da Bertioga,-23.846986,-46.126968,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
346,345,Sudeste,Sao Paulo North,Enseada - Bertioga,-23.83986,-46.123674,3,4,Right and left,Beach-break,All surfers,2,4,1,3,São Paulo
347,346,Sudeste,Sao Paulo North,Santiago,-23.819898,-45.54142,3.5,2,Right and left,Beach-break,Experienced surfers,2,2,0,3.5,São Paulo
348,347,Sudeste,Sao Paulo North,Guaecá,-23.819123,-45.4662,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,São Paulo
523,522,Sudeste,Sao Paulo North,Indaiá - Bertioga,-23.814194,-46.059997,3,1,Right and left,Beach-break,All surfers,2,1,1,3,São Paulo
349,348,Sudeste,Sao Paulo North,Riviera de São Lourenço,-23.808669,-46.022072,3,3,Right and left,Beach-break,All surfers,2,3,1,3,São Paulo
350,349,Sudeste,Sao Paulo North,Paúba,-23.802819,-45.553168,4,2,Right and left,Beach-break,Pros or kamikaze only...,2,2,0,4,São Paulo
524,523,Sudeste,Sao Paulo North,Praia Brava,-23.799345,-45.612668,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,São Paulo
351,350,Sudeste,Sao Paulo North,Itaguaré,-23.796026,-45.991173,3,4,Right and left,Beach-break,All surfers,2,4,1,3,São Paulo
29,28,Sudeste,NA,Maresias,-23.79369326,-45.55976434,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
30,29,Sudeste,NA,Canto de Moreira,-23.793056,-45.587394,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
352,351,Sudeste,Sao Paulo North,Maresias,-23.79153,-45.573456,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo
31,30,Sudeste,NA,Itaguere,-23.786995,-45.971372,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
32,31,Sudeste,NA,Boicucanga,-23.784431,-45.631355,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
353,352,Sudeste,Sao Paulo North,Camburi,-23.778826,-45.649137,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo
354,353,Sudeste,Sao Paulo North,Baleia,-23.7776,-45.670217,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,São Paulo
33,32,Sudeste,NA,Praia de Baleia,-23.775839,-45.683986,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
34,33,Sudeste,NA,Barra do Sahy,-23.774385,-45.69757,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
35,34,Sudeste,NA,Praia Preta,-23.77301,-45.715815,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
355,354,Sudeste,Sao Paulo North,Guaratuba,-23.772306,-45.922251,3,3,Right and left,Beach-break,Experienced surfers,2,3,0,3,São Paulo
36,35,Sudeste,NA,Bananas Point,-23.771605,-45.70621,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
37,36,Sudeste,NA,Praia do Juquei,-23.768115,-45.745453,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
356,355,Sudeste,Sao Paulo North,Juquehy,-23.768065,-45.738144,3,4,Right and left,Beach-break,All surfers,2,4,1,3,São Paulo
525,524,Sudeste,Sao Paulo North,Jureia,-23.7662,-45.790182,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo
38,37,Sudeste,NA,Barra do Una,-23.763818,-45.76278,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
526,525,Sudeste,Sao Paulo North,Barra do Una - Meio,-23.762623,-45.768425,3,4,Right and left,Beach-break,All surfers,2,4,1,3,São Paulo
39,38,Sudeste,NA,Praia da Boracéia,-23.758373,-45.828777,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
357,356,Sudeste,Sao Paulo North,Massaguaçu,-23.590773,-45.334611,3.5,2,Right and left,Beach-break,Experienced surfers,2,2,0,3.5,São Paulo
358,357,Sudeste,Sao Paulo North,Simão,-23.585149,-45.238287,3.5,3,Right,Beach-break,Experienced surfers,1,3,0,3.5,São Paulo
359,358,Sudeste,Sao Paulo North,Praia do sape,-23.531963,-45.222301,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,São Paulo
360,359,Sudeste,Sao Paulo North,Lagoinha,-23.521339,-45.205221,3.5,2,Right and left,Beach-break,Beginners wave,2,2,0,3.5,São Paulo
361,360,Sudeste,Sao Paulo North,Sununga,-23.511344,-45.129433,3.5,3,Right,Beach-break,Pros or kamikaze only...,1,3,0,3.5,São Paulo
40,39,Sudeste,NA,Praia Dura,-23.496058,-45.171014,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
527,526,Sudeste,Sao Paulo North,Enseada - Ubatuba,-23.494012,-45.090815,3,2,Right,Beach-break,All surfers,1,2,1,3,São Paulo
362,361,Sudeste,Sao Paulo North,Toninhas,-23.484739,-45.073771,3,2,Right and left,Beach-break,All surfers,2,2,1,3,São Paulo
363,362,Sudeste,Sao Paulo North,Praia Grande (PG),-23.478835,-45.067291,3,3,Right and left,Beach-break,All surfers,2,3,1,3,São Paulo
364,363,Sudeste,Sao Paulo North,Praia Grande North,-23.467498,-45.062056,3,3,Left,Beach-break,All surfers,1,3,1,3,São Paulo
365,364,Sudeste,Sao Paulo North,Vermelha do Centro,-23.463128,-45.049353,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo
366,365,Sudeste,Sao Paulo North,Patiero,-23.456318,-45.021243,3.5,2,NA,Reef-rocky,Experienced surfers,1,2,0,3.5,São Paulo
41,40,Sudeste,NA,Pereque-Acu,-23.424565,-45.062697,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
367,366,Sudeste,Sao Paulo North,Vermelha do Norte,-23.416982,-45.035877,3,3,Right and left,Beach-break,All surfers,2,3,1,3,São Paulo
42,41,Sudeste,NA,Itamambuca,-23.406683,-45.008741,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
368,367,Sudeste,Sao Paulo North,Itamambuca,-23.402332,-45.001459,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,São Paulo
369,368,Sudeste,Sao Paulo North,Praia do Felix,-23.389334,-44.972405,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,São Paulo
370,369,Sudeste,Sao Paulo North,Brava do Camburi,-23.370963,-44.799859,3,3,Right and left,Beach-break,Experienced surfers,2,3,0,3,São Paulo
43,42,Sudeste,NA,Praia da Fazenda,-23.361352,-44.859766,NA,NA,NA,NA,NA,1,1,1,1,São Paulo
371,370,Sudeste,Rio De Janeiro City,Ponta do Cepílio,-23.34399,-44.711781,3.5,3,Right and left,Beach-break,Experienced surfers,2,3,0,3.5,Rio de Janeiro
372,371,Sudeste,Rio De Janeiro City,Laranjeiras,-23.33605,-44.674294,3.5,3,Right,Beach-break,All surfers,1,3,1,3.5,Rio de Janeiro
373,372,Sudeste,Rio De Janeiro City,Martim de Sa,-23.304049,-44.553487,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Rio de Janeiro
528,527,Sudeste,Rio De Janeiro City,Presídio,-23.18531,-44.188924,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Rio de Janeiro
44,43,Sudeste,NA,Aventureiro,-23.184406,-44.315804,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
374,373,Sudeste,Rio De Janeiro Norte,Aventureiro,-23.180132,-44.304428,3.5,4,Left,Point-break,All surfers,1,4,1,3.5,Rio de Janeiro
45,44,Sudeste,NA,Praia do Leste,-23.179746,-44.274094,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
46,45,Sudeste,NA,Praia do Sul,-23.178656,-44.296757,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
375,374,Sudeste,Rio De Janeiro City,Lopes Mendes,-23.171453,-44.12899,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,Rio de Janeiro
47,46,Sudeste,NA,Praia do Meio,-23.066913,-43.549809,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
376,375,Sudeste,Rio De Janeiro City,Barra de Guaratiba,-23.064018,-43.569374,4,2,Left,Rivermouth,Experienced surfers,1,2,0,4,Rio de Janeiro
48,47,Sudeste,NA,Restinga a Marambaia,-23.061833,-43.591673,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
529,528,Sudeste,Rio De Janeiro City,Inferno,-23.059582,-43.545651,3.5,3,Left,Beach-break,Experienced surfers,1,3,0,3.5,Rio de Janeiro
377,376,Sudeste,Rio De Janeiro City,Laje do Dramin,-23.055999,-44.366816,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,1,2,0,3.5,Rio de Janeiro
49,48,Sudeste,NA,Grumari,-23.050469,-43.533908,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
378,377,Sudeste,Rio De Janeiro City,Grumari,-23.049131,-43.526673,3.5,3,Right and left,Beach-break,Experienced surfers,2,3,0,3.5,Rio de Janeiro
379,378,Sudeste,Rio De Janeiro City,Prainha,-23.040759,-43.505259,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Rio de Janeiro
530,529,Sudeste,Rio De Janeiro City,Macumba-secreto,-23.037946,-43.495793,3,NA,Right and left,NA,All surfers,2,1,1,3,Rio de Janeiro
380,379,Sudeste,Rio De Janeiro City,CcB,-23.034577,-43.488738,3.5,4,Right and left,Sand-bar,All surfers,2,4,1,3.5,Rio de Janeiro
381,380,Sudeste,Rio De Janeiro City,Macumba (Curvão),-23.034085,-43.472729,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Rio de Janeiro
382,381,Sudeste,Rio De Janeiro City,Farorinha,-23.033829,-43.470989,3,2,Left,Beach-break,All surfers,1,2,1,3,Rio de Janeiro
383,382,Sudeste,Rio De Janeiro City,Canto do recreio,-23.033295,-43.46743,3.5,NA,Right and left,Beach-break,All surfers,2,1,1,3.5,Rio de Janeiro
384,383,Sudeste,Rio De Janeiro City,Praia da Macumba,-23.032031,-43.475604,4,4,Right and left,Beach-break,All surfers,2,4,1,4,Rio de Janeiro
385,384,Sudeste,Rio De Janeiro City,posto 11 (Atlântico sul),-23.03,-43.466443,3.5,3,Right and left,Sand-bar,All surfers,2,3,1,3.5,Rio de Janeiro
386,385,Sudeste,Rio De Janeiro City,Mambucaba,-23.029266,-44.519992,3.5,2,Right and left,Sand-bar,All surfers,2,2,1,3.5,Rio de Janeiro
387,386,Sudeste,Rio De Janeiro City,Posto 10 - Recreio,-23.026218,-43.45804,3.5,2,Right and left,Beach-break,Experienced surfers,2,2,0,3.5,Rio de Janeiro
388,387,Sudeste,Rio De Janeiro City,Recreio Posto 9,-23.023639,-43.448229,3,3,Right and left,Beach-break,Experienced surfers,2,3,0,3,Rio de Janeiro
50,49,Sudeste,NA,Reserva,-23.022717,-43.440916,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
51,50,Sudeste,NA,Barra da Tijuca,-23.02034012,-43.37247849,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
389,388,Sudeste,Rio De Janeiro City,Lage Postinho,-23.015482,-43.306539,3.5,2,Right and left,Reef-rocky,Experienced surfers,2,2,0,3.5,Rio de Janeiro
390,389,Sudeste,Rio De Janeiro City,Joatinga,-23.015205,-43.29109,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Rio de Janeiro
52,51,Sudeste,NA,Barra da Tijuca,-23.01488611,-43.37222222,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
391,390,Sudeste,Rio De Janeiro City,Tropical (posto 1),-23.014825,-43.301845,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,Rio de Janeiro
531,530,Sudeste,Rio De Janeiro City,Posto 4,-23.012323,-43.327707,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Rio de Janeiro
532,531,Sudeste,Rio De Janeiro City,Vala do Mauri,-23.0108661,-43.350477,3.5,3,Right,Beach-break,All surfers,1,3,1,3.5,Rio de Janeiro
392,391,Sudeste,Rio De Janeiro City,Barra da Tijuca - Posto 8,-23.010857,-43.361874,3.5,4,Right and left,Sand-bar,All surfers,2,4,1,3.5,Rio de Janeiro
533,532,Sudeste,Rio De Janeiro City,Praia Brava de Angra dos Reis,-23.007446,-44.480341,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Rio de Janeiro
53,52,Sudeste,NA,Sao Conrado,-23.000618,-43.264187,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
393,392,Sudeste,Rio De Janeiro City,Sao Conrado,-22.9998,-43.254354,3.5,NA,Right and left,Beach-break,Experienced surfers,2,1,0,3.5,Rio de Janeiro
394,393,Sudeste,Rio De Janeiro City,Laje do sheraton,-22.995671,-43.231244,4,1,Right and left,Reef-rocky,Pros or kamikaze only...,2,1,0,4,Rio de Janeiro
534,533,Sudeste,Rio De Janeiro City,Castelinho,-22.991389,-43.195435,3.5,2,Right and left,Point-break,Experienced surfers,2,2,0,3.5,Rio de Janeiro
395,394,Sudeste,Rio De Janeiro City,Pontão do leblon,-22.989963,-43.22648,3.5,3,Right,Point-break,Experienced surfers,1,3,0,3.5,Rio de Janeiro
396,395,Sudeste,Rio De Janeiro City,Arpoador,-22.989913,-43.191655,3.5,NA,Right and left,Beach-break,All surfers,2,1,1,3.5,Rio de Janeiro
397,396,Sudeste,Rio De Janeiro City,Praia do Diabo,-22.988817,-43.189144,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Rio de Janeiro
398,397,Sudeste,Rio De Janeiro City,Leblon,-22.987948,-43.219528,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Rio de Janeiro
399,398,Sudeste,Rio De Janeiro City,Ipanema,-22.987553,-43.205409,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Rio de Janeiro
400,399,Sudeste,Rio De Janeiro City,Shore break expresso escorpiao,-22.986037,-43.182017,3.5,2,Right,Reef-rocky,Pros or kamikaze only...,1,2,0,3.5,Rio de Janeiro
401,400,Sudeste,Rio De Janeiro City,Forte de Copacabana,-22.985103,-43.185539,3,2,Right,Point-break,All surfers,1,2,1,3,Rio de Janeiro
402,401,Sudeste,Rio De Janeiro City,Posto 5 - Copacabana,-22.983918,-43.188457,3.5,3,Right and left,Beach-break,Experienced surfers,2,3,0,3.5,Rio de Janeiro
403,402,Sudeste,Rio De Janeiro Norte,Praia Brava - Pontal do Atalaia,-22.98297,-42.021675,3.5,2,Left,Point-break,Experienced surfers,1,2,0,3.5,Rio de Janeiro
404,403,Sudeste,Rio De Janeiro City,Shock,-22.975816,-43.040493,5,2,Right,Reef-rocky,Pros or kamikaze only...,1,2,0,5,Rio de Janeiro
405,404,Sudeste,Rio De Janeiro Norte,Praia Grande - Arraial do Cabo,-22.975325,-42.033842,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Rio de Janeiro
54,53,Sudeste,NA,Bambui,-22.975255,-42.91657,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
406,405,Sudeste,Rio De Janeiro City,Itacoatiara,-22.972618,-43.033447,3.5,3,Right and left,Beach-break,Experienced surfers,2,3,0,3.5,Rio de Janeiro
55,54,Sudeste,NA,Itaipuacu,-22.971149,-43.01126,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
407,406,Sudeste,Rio De Janeiro City,Canal de Camboinhas,-22.968074,-43.048167,2,3,Right and left,breakwater/jetty,Beginners wave,2,3,0,2,Rio de Janeiro
408,407,Sudeste,Rio De Janeiro City,Camboinhas,-22.966612,-43.052588,3.5,2,Right and left,Sand-bar,Experienced surfers,2,2,0,3.5,Rio de Janeiro
409,408,Sudeste,Rio De Janeiro City,Leme,-22.963639,-43.166667,3,3,Left,Sand-bar,All surfers,1,3,1,3,Rio de Janeiro
56,55,Sudeste,NA,Barra de Marica,-22.9621,-42.809487,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
57,56,Sudeste,NA,Camboinhas,-22.961998,-43.059923,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
535,534,Sudeste,Rio De Janeiro City,Sossego,-22.958317,-43.070285,NA,2,Right,Beach-break,NA,1,2,1,1,Rio de Janeiro
410,409,Sudeste,Rio De Janeiro Norte,Ponta Negra - Maricá - RJ,-22.957751,-42.696787,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Rio de Janeiro
58,57,Sudeste,NA,Pirantininga,-22.955045,-43.088654,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
411,410,Sudeste,Rio De Janeiro City,Piratininga,-22.954699,-43.095675,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Rio de Janeiro
412,411,Sudeste,Rio De Janeiro Norte,Massambaba,-22.94717,-42.166815,3.5,4,Right and left,Sand-bar,Experienced surfers,2,4,0,3.5,Rio de Janeiro
59,58,Sudeste,NA,Jacone,-22.946556,-42.679789,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
60,59,Sudeste,NA,Figueira,-22.944992,-42.188828,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
61,60,Sudeste,NA,Praia do Fora,-22.944794,-43.155304,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
413,412,Sudeste,Rio De Janeiro Norte,Lage de fora,-22.944345,-42.468188,4,2,Left,Reef-rocky,Don't know,1,2,1,4,Rio de Janeiro
414,413,Sudeste,Rio De Janeiro Norte,Arraial do Cabo,-22.942665,-42.030054,3.5,2,Left,Reef-coral,Experienced surfers,1,2,0,3.5,Rio de Janeiro
415,414,Sudeste,Rio De Janeiro Norte,Itauna,-22.938836,-42.476208,4,4,Right and left,Point-break,All surfers,2,4,1,4,Rio de Janeiro
416,415,Sudeste,Rio De Janeiro Norte,Backdoor,-22.938421,-42.472313,3,3,Right,Reef-rocky,Experienced surfers,1,3,0,3,Rio de Janeiro
62,61,Sudeste,NA,Laje do Pao de Acucar,-22.938409,-43.151797,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
417,416,Sudeste,Rio De Janeiro Norte,Saquarema - Itauna Beach,-22.938318,-42.47999,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Rio de Janeiro
63,62,Sudeste,NA,Canal,-22.937419,-42.487813,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
418,417,Sudeste,Rio De Janeiro Norte,Saquarema - Praia da Vila,-22.936169,-42.495224,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Rio de Janeiro
64,63,Sudeste,NA,Praia Seca,-22.936126,-42.361598,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
419,418,Sudeste,Rio De Janeiro Norte,Praia do Foguete - Cabo Frio,-22.929736,-42.037752,3,3,Right and left,Sand-bar,NA,2,3,1,3,Rio de Janeiro
420,419,Sudeste,Rio De Janeiro City,Flamengo,-22.928832,-43.170261,3.5,1,Left,Point-break,Experienced surfers,1,1,0,3.5,Rio de Janeiro
421,420,Sudeste,Rio De Janeiro City,prainha de adão e eva,-22.927765,-43.123312,3.5,1,Right and left,Beach-break,All surfers,2,1,1,3.5,Rio de Janeiro
422,421,Sudeste,Rio De Janeiro City,Itapuca,-22.906618,-43.119707,3.5,2,Right and left,Reef-rocky,All surfers,2,2,1,3.5,Rio de Janeiro
423,422,Sudeste,Rio De Janeiro Norte,Praia Brava - Cabo Frio,-22.884557,-41.998072,3.5,2,Right and left,Beach-break,All surfers,2,2,1,3.5,Rio de Janeiro
424,423,Sudeste,Rio De Janeiro Norte,Praia do Forte - Cabo Frio,-22.884167,-42.013056,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Rio de Janeiro
425,424,Sudeste,Rio De Janeiro Norte,Dunas do Peró - Cabo Frio -RJ,-22.842631,-41.981335,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
65,64,Sudeste,NA,Caravelas,-22.81485,-41.953902,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
66,65,Sudeste,NA,Tucuns,-22.799864,-41.929282,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
426,425,Sudeste,Rio De Janeiro Norte,Geriba,-22.77907,-41.910524,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Rio de Janeiro
67,66,Sudeste,NA,Praia Brava,-22.754252,-41.872609,NA,NA,NA,NA,NA,1,1,1,1,Rio de Janeiro
427,426,Sudeste,Rio De Janeiro Norte,Laje da Rasa,-22.726395,-41.971464,3,1,NA,Reef-rocky,Experienced surfers,1,1,0,3,Rio de Janeiro
428,427,Sudeste,Rio De Janeiro Norte,praia de unamar,-22.609524,-41.997761,2,2,Right and left,Beach-break,Beginners wave,2,2,0,2,Rio de Janeiro
429,428,Sudeste,Rio De Janeiro Norte,Costazul,-22.525118,-41.920348,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,Rio de Janeiro
430,429,Sudeste,Rio De Janeiro Norte,Pecado,-22.410545,-41.808257,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Rio de Janeiro
431,430,Sudeste,Rio De Janeiro Norte,Cavaleiros,-22.405111,-41.798359,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Rio de Janeiro
432,431,Sudeste,Rio De Janeiro Norte,Grussaí,-21.690031,-41.022263,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Rio de Janeiro
536,535,Sudeste,Rio De Janeiro Norte,atafona - sao joao da barra,-21.630726,-41.014155,3,3,Right and left,Sand-bar,All surfers,2,3,1,3,Rio de Janeiro
68,67,Sudeste,NA,Marataizes,-21.044883,-40.827456,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
69,68,Sudeste,NA,Ponta do Ubu,-20.793246,-40.579551,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
70,69,Sudeste,NA,Ponta dos Castelhanos,-20.755085,-40.560755,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
71,70,Sudeste,NA,Maimba,-20.707022,-40.514368,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
72,71,Sudeste,NA,Praia do Morro,-20.659788,-40.493843,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
433,432,Sudeste,Esperito Santo,Setiba Pina,-20.635264,-40.425729,3.5,3,Right and left,Beach-break,Experienced surfers,2,3,0,3.5,Espírito Santo
73,72,Sudeste,NA,Ponta de Bororo,-20.614518,-40.415382,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
74,73,Sudeste,NA,Tropical,-20.559544,-40.39181,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
75,74,Sudeste,NA,Dunas de Ule,-20.5421,-40.379861,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
76,75,Sudeste,NA,Guarapari - Ule,-20.541319,-40.378386,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
77,76,Sudeste,NA,Ponta da Fruta,-20.516837,-40.358133,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
78,77,Sudeste,NA,Coral Dois,-20.448948,-40.3303,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
79,78,Sudeste,NA,Ponta da Belina,-20.445827,-40.329245,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
80,79,Sudeste,NA,Coral Um,-20.437659,-40.326007,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
