OID_,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,state
537,536,Sudeste,Esperito Santo,Cemitério,-20.430439,-40.322749,3.5,2,Right,Sand-bar,Experienced surfers,1,2,0,3.5,Espírito Santo
81,80,Sudeste,NA,"Barrao, Brazil",-20.427381,-40.320982,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
82,81,Sudeste,NA,Barrinha,-20.422541,-40.321934,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
434,433,Sudeste,Esperito Santo,Barra Sol,-20.384262,-40.310088,3.5,2,Right and left,Sand-bar,Experienced surfers,2,2,0,3.5,Espírito Santo
435,434,Sudeste,Esperito Santo,Secret,-20.379057,-40.307132,3,2,Right and left,Sand-bar,All surfers,2,2,1,3,Espírito Santo
436,435,Sudeste,Esperito Santo,Coral do Céu,-20.3787,-40.286881,3.5,2,Left,Reef-rocky,Pros or kamikaze only...,1,2,0,3.5,Espírito Santo
437,436,Sudeste,Esperito Santo,Pompeia,-20.356919,-40.289633,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Espírito Santo
438,437,Sudeste,Esperito Santo,D2,-20.348965,-40.270665,3.5,3,Right,Reef-rocky,Experienced surfers,1,3,0,3.5,Espírito Santo
439,438,Sudeste,Esperito Santo,Canal de Vitória,-20.317524,-40.288539,3,1,Left,Sand-bar,All surfers,1,1,1,3,Espírito Santo
83,82,Sudeste,NA,Praia de Camburi,-20.279677,-40.248994,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
440,439,Sudeste,Esperito Santo,Praia de Camburi,-20.275804,-40.270987,3,1,Right and left,Beach-break,All surfers,2,1,1,3,Espírito Santo
84,83,Sudeste,NA,Velzyland,-20.244839,-40.216205,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
441,440,Sudeste,Esperito Santo,Prainha de Carapebus,-20.23655,-40.215025,3.5,2,Right,Point-break,Experienced surfers,1,2,0,3.5,Espírito Santo
85,84,Sudeste,NA,Ponta da Cacao,-20.219573,-40.196268,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
86,85,Sudeste,NA,"Manguinhos, Brazil",-20.199344,-40.190267,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
87,86,Sudeste,NA,Praia da Baleia,-20.171105,-40.184866,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
442,441,Sudeste,Esperito Santo,Barrote-Jacaraipe,-20.151101,-40.183461,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Espírito Santo
443,442,Sudeste,Esperito Santo,Jacaraípe- Solemar,-20.13565,-40.180628,3,3,Right and left,Sand-bar,All surfers,2,3,1,3,Espírito Santo
88,87,Sudeste,NA,Jacaraipe - Solemar,-20.109775,-40.171481,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
89,88,Sudeste,NA,Xa,-20.107229,-40.171175,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
90,89,Sudeste,NA,Nova Almeida,-20.058462,-40.183001,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
91,90,Sudeste,NA,Praia Grande,-20.0471,-40.182743,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
444,443,Sudeste,Esperito Santo,Regencia,-19.659239,-39.841576,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,Espírito Santo
92,91,Sudeste,NA,Regencia,-19.562811,-39.764264,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
93,92,Sudeste,NA,Guriri,-18.91075,-39.738564,NA,NA,NA,NA,NA,1,1,1,1,Espírito Santo
445,444,Sudeste,Esperito Santo,Guriri,-18.739378,-39.746389,3,2,Right and left,Beach-break,All surfers,2,2,1,3,Espírito Santo
538,537,Nordeste,Bahia Sul,Sirihyba,-14.9551509,-39.0073383,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Bahia
94,93,Nordeste,NA,Milionarios,-14.847631,-39.022942,NA,NA,NA,NA,NA,1,1,1,1,Bahia
446,445,Nordeste,Bahia Sul,Backdoor,-14.840603,-39.001465,3.5,2,Right,Point-break,Experienced surfers,1,2,0,3.5,Bahia
95,94,Nordeste,NA,Sul,-14.83112,-39.022563,NA,NA,NA,NA,NA,1,1,1,1,Bahia
96,95,Nordeste,NA,Pedra da Cachorra,-14.821026,-39.023633,NA,NA,NA,NA,NA,1,1,1,1,Bahia
97,96,Nordeste,NA,Jardim Atlantico,-14.815026,-39.0234,NA,NA,NA,NA,NA,1,1,1,1,Bahia
98,97,Nordeste,NA,Baduska,-14.809442,-39.023423,NA,NA,NA,NA,NA,1,1,1,1,Bahia
99,98,Nordeste,NA,Norte,-14.66009,-39.063007,NA,NA,NA,NA,NA,1,1,1,1,Bahia
100,99,Nordeste,NA,Havaizinho,-14.468062,-39.023161,NA,NA,NA,NA,NA,1,1,1,1,Bahia
447,446,Nordeste,Bahia Sul,Itacarezinho,-14.370585,-39.006014,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Bahia
448,447,Nordeste,Bahia Sul,Engenhoca,-14.352541,-39.00095,NA,4,Right and left,Beach-break,All surfers,2,4,1,1,Bahia
449,448,Nordeste,Bahia Sul,Jeribucaçu,-14.344392,-39.001379,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Bahia
101,100,Nordeste,NA,Sao Jose,-14.316062,-38.990701,NA,NA,NA,NA,NA,1,1,1,1,Bahia
450,449,Nordeste,Bahia Sul,Prainha,-14.297738,-38.981037,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Bahia
451,450,Nordeste,Bahia Sul,Tiririca,-14.28601,-38.982925,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Bahia
452,451,Nordeste,Bahia Sul,Praia da Resende,-14.283889,-38.985069,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Bahia
102,101,Nordeste,NA,Corals,-14.275408,-38.982569,NA,NA,NA,NA,NA,1,1,1,1,Bahia
453,452,Nordeste,Bahia Sul,Boca da Barra,-14.26588,-38.986702,3.5,4,Right,Rivermouth,Experienced surfers,1,4,0,3.5,Bahia
454,453,Nordeste,Bahia Sul,Pontal,-14.263551,-38.993568,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Bahia
455,454,Nordeste,Bahia Sul,Praia dos Algodoes,-14.0775,-38.954444,3,3,Right and left,Reef-coral,All surfers,2,3,1,3,Bahia
456,455,Nordeste,Bahia Sul,Saquaira,-14.041089,-38.948078,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,Bahia
457,456,Nordeste,Bahia Sul,Taipu de Fora,-13.942398,-38.92662,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Bahia
539,538,Nordeste,Bahia Sul,Sol do Muta,-13.8818593,-38.9483376,NA,3,Right,Point-break,All surfers,1,3,1,1,Bahia
458,457,Nordeste,Bahia Sul,Pedra do Moleque,-13.377011,-38.91263,3.5,3,Right,Reef-coral,Experienced surfers,1,3,0,3.5,Bahia
103,102,Nordeste,NA,Tony,-13.016732,-38.488781,NA,NA,NA,NA,NA,1,1,1,1,Bahia
104,103,Nordeste,NA,Meridien,-13.016598,-38.484879,NA,NA,NA,NA,NA,1,1,1,1,Bahia
105,104,Nordeste,NA,Amaralina,-13.015369,-38.471834,NA,NA,NA,NA,NA,1,1,1,1,Bahia
106,105,Nordeste,NA,Tubao,-13.010684,-38.461411,NA,NA,NA,NA,NA,1,1,1,1,Bahia
459,458,Nordeste,Bahia Norte,Farol da Barra,-13.009994,-38.533602,3.5,2,Left,breakwater/jetty,Experienced surfers,1,2,0,3.5,Bahia
460,459,Nordeste,Bahia Norte,Barravento,-13.009764,-38.526971,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Bahia
461,460,Nordeste,Bahia Norte,Espanhol,-13.00623,-38.533398,3.5,2,Right and left,Point-break,Experienced surfers,2,2,0,3.5,Bahia
107,106,Nordeste,NA,Psiu,-12.995919,-38.43939,NA,NA,NA,NA,NA,1,1,1,1,Bahia
462,461,Nordeste,Bahia Norte,Corsário,-12.976457,-38.423395,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Bahia
108,107,Nordeste,NA,Alex,-12.973279,-38.406477,NA,NA,NA,NA,NA,1,1,1,1,Bahia
109,108,Nordeste,NA,Terceira Ponte,-12.96384,-38.396822,NA,NA,NA,NA,NA,1,1,1,1,Bahia
110,109,Nordeste,NA,SESC,-12.960485,-38.390998,NA,NA,NA,NA,NA,1,1,1,1,Bahia
111,110,Nordeste,NA,Farol,-12.958147,-38.352813,NA,NA,NA,NA,NA,1,1,1,1,Bahia
463,462,Nordeste,Bahia Norte,Jaguaribe,-12.955755,-38.385007,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Bahia
112,111,Nordeste,NA,Pedro do Sal,-12.954224,-38.347234,NA,NA,NA,NA,NA,1,1,1,1,Bahia
113,112,Nordeste,NA,Itapoa,-12.952339,-38.369609,NA,NA,NA,NA,NA,1,1,1,1,Bahia
114,113,Nordeste,NA,Seper,-12.952041,-38.343244,NA,NA,NA,NA,NA,1,1,1,1,Bahia
115,114,Nordeste,NA,Corrente,-12.948985,-38.3392,NA,NA,NA,NA,NA,1,1,1,1,Bahia
116,115,Nordeste,NA,Stela Maris,-12.947385,-38.337372,NA,NA,NA,NA,NA,1,1,1,1,Bahia
117,116,Nordeste,NA,Plator,-12.946393,-38.333084,NA,NA,NA,NA,NA,1,1,1,1,Bahia
540,539,Nordeste,Bahia Norte,Rock Quente,-12.937672,-38.326481,3.5,NA,Right and left,Reef-rocky,NA,2,1,1,3.5,Bahia
464,463,Nordeste,Bahia Norte,Stella Maris,-12.936098,-38.323714,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Bahia
118,117,Nordeste,NA,Aleluia,-12.926801,-38.312619,NA,NA,NA,NA,NA,1,1,1,1,Bahia
119,118,Nordeste,NA,Ipitanga,-12.920477,-38.309718,NA,NA,NA,NA,NA,1,1,1,1,Bahia
541,540,Nordeste,Bahia Norte,Ribeira,-12.918762,-38.50208,NA,3,Right and left,Beach-break,Beginners wave,2,3,0,1,Bahia
120,119,Nordeste,NA,Vilas,-12.894546,-38.290791,NA,NA,NA,NA,NA,1,1,1,1,Bahia
121,120,Nordeste,NA,Busca Vida,-12.863464,-38.255962,NA,NA,NA,NA,NA,1,1,1,1,Bahia
465,464,Nordeste,Bahia Norte,Praia do forte,-12.734415,-38.144445,3.5,4,Right and left,Reef-coral,Experienced surfers,2,4,0,3.5,Bahia
466,465,Nordeste,Bahia Norte,Scar Reef,-12.674941,-38.085174,3.5,2,Right and left,Reef-coral,Experienced surfers,2,2,0,3.5,Bahia
122,121,Nordeste,NA,Itacimirim,-12.639232,-38.048194,NA,NA,NA,NA,NA,1,1,1,1,Bahia
542,541,Nordeste,Bahia Norte,Praia das Ondas,-12.596084,-38.028939,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Bahia
123,122,Nordeste,NA,Praia do Forte,-12.583305,-38.005078,NA,NA,NA,NA,NA,1,1,1,1,Bahia
467,466,Nordeste,Bahia Norte,Casinha,-12.556333,-37.988352,3.5,3,Right,Reef-coral,Experienced surfers,1,3,0,3.5,Bahia
124,123,Nordeste,NA,Imbassai,-12.342055,-37.8462,NA,NA,NA,NA,NA,1,1,1,1,Bahia
125,124,Nordeste,NA,Costa do Sauipe,-12.022171,-37.645508,NA,NA,NA,NA,NA,1,1,1,1,Bahia
126,125,Nordeste,NA,Marlin,-11.939803,-37.602476,NA,NA,NA,NA,NA,1,1,1,1,Bahia
127,126,Nordeste,NA,Conde,-11.848141,-37.55817,NA,NA,NA,NA,NA,1,1,1,1,Bahia
128,127,Nordeste,NA,Mangue Seco,-11.483614,-37.364454,NA,NA,NA,NA,NA,1,1,1,1,Bahia
129,128,Nordeste,NA,Mosqueiro,-11.138116,-37.145493,NA,NA,NA,NA,NA,1,1,1,1,Sergipe
130,129,Nordeste,NA,Aruana,-11.067069,-37.101289,NA,NA,NA,NA,NA,1,1,1,1,Sergipe
131,130,Nordeste,NA,Hawaiizinho,-11.043928,-37.082978,NA,NA,NA,NA,NA,1,1,1,1,Sergipe
132,131,Nordeste,NA,Praia do Meio,-10.999541,-37.050151,NA,NA,NA,NA,NA,1,1,1,1,Sergipe
468,467,Nordeste,Sergipe Alagoas,Aracaju,-10.987674,-37.041146,3,3,Right and left,NA,All surfers,2,3,1,3,Sergipe
133,132,Nordeste,NA,Pirambu,-10.746346,-36.855099,NA,NA,NA,NA,NA,1,1,1,1,Sergipe
134,133,Nordeste,NA,Ponta do Mangue,-10.639483,-36.678539,NA,NA,NA,NA,NA,1,1,1,1,Sergipe
135,134,Nordeste,NA,Pontal de Peba,-10.367584,-36.303941,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
136,135,Nordeste,NA,Mihai,-10.196728,-36.181642,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
137,136,Nordeste,NA,Pontal do Coruripe,-10.160775,-36.150664,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
138,137,Nordeste,NA,Forjos,-10.107662,-36.097672,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
139,138,Nordeste,NA,Poxim,-10.063563,-36.040909,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
140,139,Nordeste,NA,Jacarecica,-9.916383,-35.945964,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
141,140,Nordeste,NA,Praia do Meio,-9.824447,-35.877803,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
469,468,Nordeste,Sergipe Alagoas,Praia Do Francês,-9.772375,-35.84517,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Alagoas
142,141,Nordeste,NA,Praia do Pontal,-9.68259,-35.758537,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
143,142,Nordeste,NA,Salgema,-9.679629,-35.718974,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
470,469,Nordeste,Sergipe Alagoas,Pedra Virada,-9.678906,-35.702514,3.5,2,Left,Reef-rocky,Experienced surfers,1,2,0,3.5,Alagoas
144,143,Nordeste,NA,Pier do Emissario,-9.673301,-35.715234,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
145,144,Nordeste,NA,Praia do Sobral,-9.666869,-35.710735,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
146,145,Nordeste,NA,"Pico da Barra, Brazil",-9.66563,-35.697186,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
543,542,Nordeste,Sergipe and Alagoas,Rainha,-9.644078,-35.698022,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Alagoas
471,470,Nordeste,Sergipe Alagoas,Cruz das Almas,-9.631199,-35.696071,3.5,4,Right and left,Sand-bar,All surfers,2,4,1,3.5,Alagoas
147,146,Nordeste,NA,Pedra Virada,-9.585522,-35.660038,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
472,471,Nordeste,Sergipe Alagoas,Riacho Doce,-9.56805,-35.646794,3,3,Right and left,Rivermouth,All surfers,2,3,1,3,Alagoas
148,147,Nordeste,NA,Praia de Jatiuca,-9.531449,-35.590928,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
473,472,Nordeste,Sergipe Alagoas,New Orleans,-9.52629,-35.583022,3,NA,Right and left,Beach-break,All surfers,2,1,1,3,Alagoas
149,148,Nordeste,NA,Garca Torta,-9.487114,-35.557477,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
150,149,Nordeste,NA,Mirante da Sirena,-9.430906,-35.503683,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
474,473,Nordeste,Sergipe Alagoas,Praia do Morro,-9.327169,-35.438531,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Alagoas
151,150,Nordeste,NA,Japaratinga,-9.261582,-35.353366,NA,NA,NA,NA,NA,1,1,1,1,Alagoas
152,151,Nordeste,NA,Impossivel,-8.615505,-35.020375,NA,NA,NA,NA,NA,1,1,1,1,Pernambuco
153,152,Nordeste,NA,Serrambi,-8.576358,-35.028715,NA,NA,NA,NA,NA,1,1,1,1,Pernambuco
475,474,Nordeste,Paraiba and Pernambucco,Maracaipe,-8.525427,-35.006261,4,4,Right and left,Beach-break,Experienced surfers,2,4,0,4,Pernambuco
476,475,Nordeste,Paraiba and Pernambucco,Borete,-8.499622,-35.003128,3,4,Right and left,Beach-break,All surfers,2,4,1,3,Pernambuco
154,153,Nordeste,NA,Porto de Galinhas,-8.488678,-34.999501,NA,NA,NA,NA,NA,1,1,1,1,Pernambuco
155,154,Nordeste,NA,Cupe,-8.479708,-34.996577,NA,NA,NA,NA,NA,1,1,1,1,Pernambuco
477,476,Nordeste,Paraiba and Pernambucco,cupe,-8.466621,-34.989438,4,3,Right and left,Beach-break,Experienced surfers,2,3,0,4,Pernambuco
156,155,Nordeste,NA,Gaibu,-8.341567,-34.948826,NA,NA,NA,NA,NA,1,1,1,1,Pernambuco
478,477,Nordeste,Paraiba and Pernambucco,Enseada dos Corais,-8.312229,-34.946179,3.5,4,Right and left,Beach-break,Experienced surfers,2,4,0,3.5,Pernambuco
544,543,Nordeste,Paraiba and Pernambucco,Pedra de Xaréu,-8.303081,-34.945245,3.5,4,Right,Point-break,All surfers,1,4,1,3.5,Pernambuco
479,478,Nordeste,Paraiba and Pernambucco,Tambaba,-7.361306,-34.798406,3,NA,Right and left,Beach-break,All surfers,2,1,1,3,Paraíba
157,156,Nordeste,NA,Bessa,-7.091138,-34.832765,NA,NA,NA,NA,NA,1,1,1,1,Paraíba
480,479,Nordeste,Paraiba and Pernambucco,Mar do Macaco,-7.045016,-34.841423,2,3,Right and left,Beach-break,Beginners wave,2,3,0,2,Paraíba
481,480,Nordeste,Paraiba and Pernambucco,Dique de Cabedelo,-6.963415,-34.84256,3,2,Left,Beach-break,All surfers,1,2,1,3,Paraíba
158,157,Nordeste,NA,Saji,-6.46688,-34.970449,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
159,158,Nordeste,NA,Farol,-6.408908,-34.979017,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
160,159,Nordeste,NA,Xilauzinho,-6.395101,-34.983205,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
161,160,Nordeste,NA,Mar Aberto,-6.379758,-34.989437,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
162,161,Nordeste,NA,Pontal,-6.36868,-34.993424,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
482,481,Nordeste,Rio Grande Do Norte,Baia Formosa,-6.366994,-35.014801,3.5,3,Right,Point-break,All surfers,1,3,1,3.5,Rio Grande do Norte
163,162,Nordeste,NA,Mar da Frente,-6.365217,-35.006212,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
164,163,Nordeste,NA,Lajinha,-6.27896,-35.033028,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
165,164,Nordeste,NA,Afogados,-6.24435,-35.036464,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
166,165,Nordeste,NA,Sororoca,-6.238074,-35.035608,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
167,166,Nordeste,NA,Abacateiro,-6.233891,-35.036747,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
483,482,Nordeste,Rio Grande Do Norte,Pipa,-6.227699,-35.044627,4,4,Right and left,Beach-break,All surfers,2,4,1,4,Rio Grande do Norte
484,483,Nordeste,Rio Grande Do Norte,Lajão,-6.225929,-35.050244,3.5,2,Right,Point-break,Experienced surfers,1,2,0,3.5,Rio Grande do Norte
485,484,Nordeste,Rio Grande Do Norte,Madeiro,-6.221044,-35.067995,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Rio Grande do Norte
486,485,Nordeste,Rio Grande Do Norte,Cacimbinhas,-6.21153,-35.0775,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Rio Grande do Norte
168,167,Nordeste,NA,Tibau do Sul,-6.180279,-35.089709,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
487,486,Nordeste,Rio Grande Do Norte,Tabatinga,-6.068866,-35.097198,3,NA,Right and left,NA,NA,2,1,1,3,Rio Grande do Norte
169,168,Nordeste,NA,Tabatinga,-6.049479,-35.108238,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
170,169,Nordeste,NA,Xoxoline,-6.0058,-35.105259,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
171,170,Nordeste,NA,Pirangi Reef,-5.980259,-35.107796,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
172,171,Nordeste,NA,Cotovelo,-5.949906,-35.151975,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
488,487,Nordeste,Rio Grande Do Norte,Ponta negra,-5.879271,-35.17127,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Rio Grande do Norte
173,172,Nordeste,NA,Miami,-5.794834,-35.181664,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
174,173,Nordeste,NA,Areia Preta,-5.792249,-35.184387,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
175,174,Nordeste,NA,Praia dos Artistas,-5.781239,-35.19205,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
176,175,Nordeste,NA,Genipabu,-5.694407,-35.201922,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
489,488,Nordeste,Rio Grande Do Norte,Genipabu,-5.687221,-35.21101,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Rio Grande do Norte
177,176,Nordeste,NA,Touros Area,-5.197434,-35.45793,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
178,177,Nordeste,NA,Urca da Concei&ccedil;&atilde;o,-5.069617,-35.800231,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
179,178,Nordeste,NA,Cocoa das Lavadeiras,-5.066515,-35.862005,NA,NA,NA,NA,NA,1,1,1,1,Rio Grande do Norte
490,489,Nordeste,Ceara,Morro Branco,-4.150763,-38.109727,3,NA,Right and left,Beach-break,All surfers,2,1,1,3,Ceará
491,490,Nordeste,Ceara,Iguape Meio,-3.941302,-38.292251,NA,NA,NA,Beach-break,All surfers,1,1,1,1,Ceará
545,544,Nordeste,Ceara,Prainha,-3.899172,-38.346806,3.5,3,Right and left,Beach-break,All surfers,2,3,1,3.5,Ceará
492,491,Nordeste,Fernando Do Noronha,Cacimba do Padre,-3.848947,-32.439537,4,2,Left,Beach-break,Experienced surfers,1,2,0,4,Pernambuco
546,545,Nordeste,Fernando Do Noronha,Laje do Bode,-3.847468,-32.434612,3.5,2,Left,Reef-coral,Experienced surfers,1,2,0,3.5,Pernambuco
493,492,Nordeste,Fernando Do Noronha,Boldró,-3.845457,-32.431694,4,3,Right and left,Reef-coral,Pros or kamikaze only...,2,3,0,4,Pernambuco
494,493,Nordeste,Fernando Do Noronha,Conceição,-3.841122,-32.418498,3,NA,Right and left,Beach-break,All surfers,2,1,1,3,Pernambuco
495,494,Nordeste,Fernando Do Noronha,Meio,-3.839607,-32.413289,3,NA,Right and left,NA,All surfers,2,1,1,3,Pernambuco
496,495,Nordeste,Fernando Do Noronha,Cachorro,-3.838906,-32.411127,3,2,Right,Beach-break,All surfers,1,2,1,3,Pernambuco
497,496,Nordeste,Fernando Do Noronha,Biboca,-3.835106,-32.403349,3.5,NA,Right,Reef-coral,Experienced surfers,1,1,0,3.5,Pernambuco
498,497,Nordeste,Fernando Do Noronha,Abras,-3.827602,-32.400581,4,2,Left,Reef-rocky,Experienced surfers,1,2,0,4,Pernambuco
180,179,Nordeste,NA,Baia das Ratas,-3.813,-32.393,NA,NA,NA,NA,NA,1,1,1,1,Pernambuco
499,498,Nordeste,Ceara,Futuro,-3.726691,-38.457009,3.5,4,Right and left,Beach-break,All surfers,2,4,1,3.5,Ceará
181,180,Nordeste,NA,Volta da Jurema,-3.724294,-38.496072,NA,NA,NA,NA,NA,1,1,1,1,Ceará
182,181,Nordeste,NA,Portao,-3.719326,-38.510655,NA,NA,NA,NA,NA,1,1,1,1,Ceará
500,499,Nordeste,Ceara,Iracema (ponte metalica),-3.718212,-38.518002,3.5,3,Right and left,Reef-rocky,Experienced surfers,2,3,0,3.5,Ceará
501,500,Nordeste,Ceara,Leste-Oeste,-3.71408,-38.54049,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Ceará
502,501,Nordeste,Ceara,Titanzinho,-3.707351,-38.467813,3.5,NA,Right and left,Reef-rocky,Experienced surfers,2,1,0,3.5,Ceará
183,182,Nordeste,NA,Barra do Ceara,-3.692659,-38.584716,NA,NA,NA,NA,NA,1,1,1,1,Ceará
503,502,Nordeste,Ceara,Icarai,-3.670278,-38.669444,3.5,3,Right and left,Beach-break,Experienced surfers,2,3,0,3.5,Ceará
504,503,Nordeste,Ceara,Pico das Almas,-3.605083,-38.761997,3,2,Right and left,Beach-break,Experienced surfers,2,2,0,3,Ceará
184,183,Nordeste,NA,Praia do Pecem,-3.54617,-38.806919,NA,NA,NA,NA,NA,1,1,1,1,Ceará
505,504,Nordeste,Ceara,Taiba,-3.505663,-38.90527,3,3,Right and left,Point-break,All surfers,2,3,1,3,Ceará
185,184,Nordeste,NA,Tabinha,-3.500935,-38.911282,NA,NA,NA,NA,NA,1,1,1,1,Ceará
186,185,Nordeste,NA,Pedra do Meio,-3.410858,-39.040807,NA,NA,NA,NA,NA,1,1,1,1,Ceará
506,505,Nordeste,Ceara,Paracuru,-3.406714,-39.032621,3.5,NA,Right and left,Reef-coral,Experienced surfers,2,1,0,3.5,Ceará
187,186,Nordeste,NA,Havaizinho,-3.403507,-39.022171,NA,NA,NA,NA,NA,1,1,1,1,Ceará
188,187,Nordeste,NA,Curral,-3.403353,-39.025868,NA,NA,NA,NA,NA,1,1,1,1,Ceará
189,188,Nordeste,NA,Outside,-3.398539,-39.013306,NA,NA,NA,NA,NA,1,1,1,1,Ceará
507,506,Nordeste,Ceara,Jericoacoara,-2.787089,-40.512611,3,3,Right and left,Beach-break,Beginners wave,2,3,0,3,Ceará
190,189,Nordeste,NA,Atins,-2.555789,-42.727836,NA,NA,NA,NA,NA,1,1,1,1,Maranhão
191,190,Nordeste,NA,Ponta d'Areia,-2.497384,-44.311779,NA,NA,NA,NA,NA,1,1,1,1,Maranhão
192,191,Nordeste,NA,S&atilde;o Marcos,-2.485445,-44.2979,NA,NA,NA,NA,NA,1,1,1,1,Maranhão
193,192,Nordeste,NA,Calhau,-2.480673,-44.24968,NA,NA,NA,NA,NA,1,1,1,1,Maranhão
547,546,Nordeste,Maranhao,Caolho,-2.478724,-44.240185,3.5,NA,Right and left,Beach-break,All surfers,2,1,1,3.5,Maranhão
194,193,Nordeste,NA,Olho D'Agu,-2.477097,-44.230155,NA,NA,NA,NA,NA,1,1,1,1,Maranhão
195,194,Nordeste,NA,Ponta do Farol,-2.456442,-44.173348,NA,NA,NA,NA,NA,1,1,1,1,Maranhão
508,507,Nordeste,Maranhao,Travosa,-2.358991,-43.243904,3.5,NA,Right and left,Beach-break,All surfers,2,1,1,3.5,Pará
509,508,Norte,Para,marahu,-1.073422,-48.403187,3.5,2,Right and left,Sand-bar,All surfers,2,2,1,3.5,Pará
510,509,Norte,Para,Camaraçu,-0.868831,-46.430798,5,4,Right and left,Beach-break,Experienced surfers,2,4,0,5,Pará
511,510,Norte,Para,Araruna,-0.688517,-48.483267,3,3,Right and left,Sand-bar,All surfers,2,3,1,3,Pará
548,547,Norte,Para,Atalaia (salinas),-0.596981,-47.293623,3,3,Right and left,Beach-break,All surfers,2,3,1,3,Pará
549,548,Norte,Para,Algodoal,-0.577838,-47.579901,3,2,Right,Beach-break,All surfers,1,2,1,3,Pará